order_id,product,quantity_tonnes,destination_id,destination_city,distance_km,order_date,deadline,deadline_days,priority,order_type,estimated_freight,penalty_per_day,status
ORD1212,Semis,213.08,CMO06,Ahmedabad,1900,2024-02-07,2024-02-13,6,High,Rail,485822.4,30000,Pending
ORD1213,CR Coil,294.86,CMO07,Pune,1750,2024-06-16,2024-06-20,4,Low,Rail,619206.0,5000,Pending
ORD1214,Semis,849.25,CMO05,Hyderabad,1600,2024-05-28,2024-06-07,10,Low,Rail,1630560.0,5000,Pending
ORD1215,Plate,266.05,CMO03,Chennai,2100,2024-06-09,2024-06-17,8,Critical,Rail,670446.0,50000,Dispatched
ORD1216,TMT Bar,161.79,CMO07,Pune,1750,2024-03-11,2024-03-23,12,Medium,Rail,339759.0,15000,Pending
ORD1217,Wire Rod,1014.87,CMO01,Delhi,1200,2024-01-15,2024-01-23,8,Critical,Road,1461412.8,50000,Pending
ORD1218,Semis,657.77,CMO01,Delhi,1200,2024-06-06,2024-06-18,12,Medium,Rail,947188.8,15000,Pending
ORD1219,Semis,1099.95,CMO06,Ahmedabad,1900,2024-01-11,2024-01-21,10,Medium,Rail,2507886.0,15000,Pending
ORD1220,Plate,1153.49,CMO04,Kolkata,350,2024-05-08,2024-05-13,5,Medium,Road,484465.8,15000,Pending
ORD1221,Semis,810.74,CMO03,Chennai,2100,2024-01-22,2024-02-02,11,Critical,Road,2043064.8,50000,Pending
ORD1222,Wire Rod,274.62,CMO05,Hyderabad,1600,2024-05-13,2024-05-25,12,Medium,Rail,527270.4,15000,Pending
ORD1223,Wire Rod,757.67,CMO07,Pune,1750,2024-03-27,2024-04-09,13,Low,Rail,1591107.0,5000,Pending
ORD1224,HR Coil,846.22,CMO03,Chennai,2100,2024-01-25,2024-02-05,11,High,Road,2132474.4,30000,Dispatched
ORD1225,Structurals,189.65,CMO05,Hyderabad,1600,2024-02-08,2024-02-16,8,Medium,Road,364128.0,15000,Pending
ORD1226,TMT Bar,531.15,CMO06,Ahmedabad,1900,2024-06-27,2024-07-10,13,Medium,Road,1211022.0,15000,Pending
ORD1227,TMT Bar,970.83,CMO05,Hyderabad,1600,2024-04-06,2024-04-19,13,Low,Rail,1863993.6,5000,Pending
ORD1228,Semis,202.8,CMO06,Ahmedabad,1900,2024-06-24,2024-07-05,11,Medium,Rail,462384.0,15000,Pending
ORD1229,HR Coil,1146.29,CMO03,Chennai,2100,2024-03-20,2024-03-25,5,High,Road,2888650.8,30000,Pending
ORD1230,CR Coil,184.88,CMO02,Mumbai,1800,2024-02-05,2024-02-10,5,Low,Rail,399340.8,5000,Pending
ORD1231,Semis,828.12,CMO05,Hyderabad,1600,2024-05-14,2024-05-17,3,Low,Rail,1589990.4,5000,Pending
ORD1232,Plate,298.93,CMO04,Kolkata,350,2024-02-09,2024-02-14,5,Medium,Rail,125550.6,15000,Pending
ORD1233,CR Coil,551.94,CMO06,Ahmedabad,1900,2024-04-22,2024-04-25,3,Medium,Rail,1258423.2,15000,Pending
ORD1234,Wire Rod,923.39,CMO05,Hyderabad,1600,2024-03-13,2024-03-28,15,Medium,Rail,1772908.8,15000,Pending
ORD1235,TMT Bar,504.63,CMO07,Pune,1750,2024-04-30,2024-05-06,6,Low,Road,1059723.0,5000,Pending
ORD1236,Wire Rod,520.06,CMO07,Pune,1750,2024-03-13,2024-03-28,15,Medium,Road,1092126.0,15000,Pending
ORD1237,Semis,1060.3,CMO02,Mumbai,1800,2024-06-03,2024-06-08,5,Critical,Rail,2290248.0,50000,Pending
ORD1238,TMT Bar,1030.48,CMO05,Hyderabad,1600,2024-01-27,2024-02-10,14,Low,Rail,1978521.6,5000,Pending
ORD1239,Semis,1095.84,CMO02,Mumbai,1800,2024-03-10,2024-03-20,10,High,Rail,2367014.4,30000,Pending
ORD1240,CR Coil,1123.52,CMO07,Pune,1750,2024-04-25,2024-05-03,8,Medium,Rail,2359392.0,15000,Pending
ORD1241,TMT Bar,512.4,CMO02,Mumbai,1800,2024-04-08,2024-04-12,4,Critical,Road,1106784.0,50000,Pending
ORD1242,Semis,970.52,CMO06,Ahmedabad,1900,2024-06-15,2024-06-23,8,High,Rail,2212785.6,30000,Pending
ORD1243,Semis,934.73,CMO04,Kolkata,350,2024-06-27,2024-07-02,5,Medium,Rail,392586.6,15000,Pending
ORD1244,HR Coil,1018.46,CMO01,Delhi,1200,2024-03-06,2024-03-12,6,Medium,Road,1466582.4,15000,Pending
ORD1245,Plate,416.91,CMO04,Kolkata,350,2024-01-29,2024-02-13,15,High,Rail,175102.2,30000,Dispatched
ORD1246,Wire Rod,169.09,CMO06,Ahmedabad,1900,2024-06-08,2024-06-18,10,Low,Rail,385525.2,5000,Pending
ORD1247,Plate,732.55,CMO01,Delhi,1200,2024-06-10,2024-06-21,11,Medium,Rail,1054872.0,15000,Pending
ORD1248,HR Coil,727.73,CMO05,Hyderabad,1600,2024-03-31,2024-04-06,6,High,Rail,1397241.6,30000,Dispatched
ORD1249,Plate,698.49,CMO03,Chennai,2100,2024-01-18,2024-01-29,11,Low,Rail,1760194.8,5000,Pending
ORD1250,HR Coil,799.24,CMO04,Kolkata,350,2024-04-30,2024-05-03,3,Low,Rail,335680.8,5000,Pending
ORD1251,HR Coil,365.24,CMO03,Chennai,2100,2024-01-18,2024-01-26,8,Medium,Rail,920404.8,15000,Pending
ORD1252,Plate,148.77,CMO06,Ahmedabad,1900,2024-03-26,2024-03-31,5,Medium,Road,339195.6,15000,Pending
ORD1253,CR Coil,1178.9,CMO07,Pune,1750,2024-06-24,2024-07-04,10,Medium,Rail,2475690.0,15000,Pending
ORD1254,CR Coil,422.79,CMO01,Delhi,1200,2024-04-27,2024-04-30,3,Critical,Rail,608817.6,50000,Dispatched
ORD1255,HR Coil,538.05,CMO03,Chennai,2100,2024-03-20,2024-03-31,11,Low,Rail,1355886.0,5000,Pending
ORD1256,HR Coil,414.72,CMO07,Pune,1750,2024-06-14,2024-06-20,6,Low,Rail,870912.0,5000,Pending
ORD1257,Structurals,979.28,CMO03,Chennai,2100,2024-03-10,2024-03-14,4,Medium,Rail,2467785.6,15000,Pending
ORD1258,Wire Rod,645.82,CMO04,Kolkata,350,2024-03-27,2024-04-01,5,Medium,Road,271244.4,15000,Pending
ORD1259,Plate,566.95,CMO03,Chennai,2100,2024-01-22,2024-02-05,14,Medium,Road,1428714.0,15000,Pending
ORD1260,CR Coil,212.86,CMO05,Hyderabad,1600,2024-03-16,2024-03-24,8,High,Rail,408691.2,30000,Pending
ORD1261,Wire Rod,858.74,CMO05,Hyderabad,1600,2024-04-19,2024-04-24,5,Medium,Rail,1648780.8,15000,Pending
ORD1262,Semis,402.01,CMO03,Chennai,2100,2024-06-06,2024-06-15,9,Low,Road,1013065.2,5000,Pending
ORD1263,HR Coil,499.64,CMO06,Ahmedabad,1900,2024-06-12,2024-06-21,9,Low,Rail,1139179.2,5000,Pending
ORD1264,HR Coil,959.44,CMO02,Mumbai,1800,2024-06-04,2024-06-17,13,Critical,Rail,2072390.4,50000,Dispatched
ORD1265,Semis,521.14,CMO06,Ahmedabad,1900,2024-04-03,2024-04-11,8,Medium,Rail,1188199.2,15000,Pending
ORD1266,Structurals,588.33,CMO04,Kolkata,350,2024-04-04,2024-04-12,8,Critical,Rail,247098.6,50000,Pending
ORD1267,TMT Bar,406.56,CMO04,Kolkata,350,2024-03-21,2024-04-03,13,Low,Rail,170755.2,5000,Pending
ORD1268,CR Coil,1104.9,CMO04,Kolkata,350,2024-05-12,2024-05-21,9,High,Road,464058.0,30000,Dispatched
ORD1269,Structurals,414.13,CMO04,Kolkata,350,2024-02-24,2024-03-07,12,Low,Rail,173934.6,5000,Pending
ORD1270,HR Coil,289.92,CMO02,Mumbai,1800,2024-01-19,2024-01-29,10,Medium,Road,626227.2,15000,Pending
ORD1271,Semis,482.17,CMO06,Ahmedabad,1900,2024-03-22,2024-04-04,13,Critical,Rail,1099347.6,50000,Pending
ORD1272,TMT Bar,880.52,CMO07,Pune,1750,2024-02-10,2024-02-24,14,Medium,Rail,1849092.0,15000,Pending
ORD1273,TMT Bar,1183.65,CMO05,Hyderabad,1600,2024-02-27,2024-03-02,4,Low,Rail,2272608.0,5000,Pending
ORD1274,Wire Rod,729.51,CMO01,Delhi,1200,2024-04-02,2024-04-13,11,Medium,Road,1050494.4,15000,Pending
ORD1275,CR Coil,440.22,CMO05,Hyderabad,1600,2024-01-23,2024-01-27,4,Low,Road,845222.4,5000,Pending
ORD1276,Plate,181.13,CMO04,Kolkata,350,2024-04-14,2024-04-26,12,Low,Rail,76074.6,5000,Pending
ORD1277,Wire Rod,478.97,CMO04,Kolkata,350,2024-06-23,2024-07-04,11,Low,Road,201167.4,5000,Pending
ORD1278,Structurals,1162.89,CMO05,Hyderabad,1600,2024-02-16,2024-03-02,15,Medium,Road,2232748.8,15000,Pending
ORD1279,HR Coil,268.32,CMO07,Pune,1750,2024-02-01,2024-02-12,11,High,Rail,563472.0,30000,Pending
ORD1280,Structurals,1084.42,CMO02,Mumbai,1800,2024-03-29,2024-04-09,11,Low,Rail,2342347.2,5000,Pending
ORD1281,Structurals,787.52,CMO05,Hyderabad,1600,2024-03-11,2024-03-16,5,Medium,Rail,1512038.4,15000,Pending
ORD1282,Structurals,269.61,CMO02,Mumbai,1800,2024-05-31,2024-06-12,12,Medium,Road,582357.6,15000,Pending
ORD1283,Plate,1007.76,CMO03,Chennai,2100,2024-05-24,2024-05-27,3,Critical,Rail,2539555.2,50000,Dispatched
ORD1284,Structurals,816.24,CMO07,Pune,1750,2024-05-27,2024-06-03,7,Low,Rail,1714104.0,5000,Pending
ORD1285,Structurals,700.14,CMO01,Delhi,1200,2024-05-07,2024-05-20,13,Medium,Rail,1008201.6,15000,Pending
ORD1286,CR Coil,427.18,CMO07,Pune,1750,2024-06-24,2024-07-03,9,Critical,Rail,897078.0,50000,Dispatched
ORD1287,Wire Rod,324.43,CMO04,Kolkata,350,2024-05-03,2024-05-13,10,Medium,Rail,136260.6,15000,Pending
ORD1288,Structurals,243.84,CMO03,Chennai,2100,2024-03-29,2024-04-07,9,Medium,Rail,614476.8,15000,Pending
ORD1289,TMT Bar,394.22,CMO02,Mumbai,1800,2024-04-29,2024-05-03,4,High,Rail,851515.2,30000,Pending
ORD1290,TMT Bar,373.1,CMO04,Kolkata,350,2024-06-06,2024-06-15,9,Low,Rail,156702.0,5000,Pending
ORD1291,TMT Bar,939.43,CMO05,Hyderabad,1600,2024-03-21,2024-03-27,6,Medium,Rail,1803705.6,15000,Pending
ORD1292,Wire Rod,199.05,CMO03,Chennai,2100,2024-05-07,2024-05-10,3,Medium,Rail,501606.0,15000,Pending
ORD1293,CR Coil,153.52,CMO02,Mumbai,1800,2024-05-29,2024-06-06,8,High,Rail,331603.2,30000,Pending
ORD1294,Semis,414.32,CMO06,Ahmedabad,1900,2024-06-21,2024-07-01,10,Critical,Rail,944649.6,50000,Pending
ORD1295,CR Coil,543.58,CMO03,Chennai,2100,2024-04-03,2024-04-18,15,Critical,Rail,1369821.6,50000,Dispatched
ORD1296,Plate,417.46,CMO02,Mumbai,1800,2024-04-02,2024-04-13,11,Medium,Rail,901713.6,15000,Pending
ORD1297,Plate,772.15,CMO03,Chennai,2100,2024-06-08,2024-06-21,13,High,Rail,1945818.0,30000,Dispatched
ORD1298,TMT Bar,1132.84,CMO07,Pune,1750,2024-03-27,2024-04-07,11,Low,Rail,2378964.0,5000,Pending
ORD1299,Plate,149.83,CMO04,Kolkata,350,2024-05-08,2024-05-11,3,High,Rail,62928.6,30000,Pending
